id,internal_name,category,user_visible_name,OEM,platform,ecu_address,ecu_name,protocol,session,read_operation,write_operation,value_type,allowed_values,confidence,status
FEAT_0053_BATTERY_40AH_AGM,car_setting_battery_40ah_agm,Other,40 Ah AGM,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0054_BATTERY_46AH,car_setting_battery_46ah,Other,46 Ah,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0055_BATTERY_55AH,car_setting_battery_55ah,Other,55 Ah,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0056_BATTERY_55AH_AGM,car_setting_battery_55ah_agm,Other,55 Ah AGM,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0057_BATTERY_60AH_AGM,car_setting_battery_60ah_agm,Other,60 Ah AGM,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0058_BATTERY_70AH,car_setting_battery_70ah,Other,70 Ah,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0059_BATTERY_70AH_AGM,car_setting_battery_70ah_agm,Other,70 Ah AGM,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0060_BATTERY_70AH_EFB,car_setting_battery_70ah_efb,Other,70 Ah EFB,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0061_BATTERY_80AH,car_setting_battery_80ah,Other,80 Ah,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0062_BATTERY_80AH_AGM,car_setting_battery_80ah_agm,Other,80 Ah AGM,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0063_BATTERY_80AH_EFB,car_setting_battery_80ah_efb,Other,80 Ah EFB,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0064_BATTERY_90AH,car_setting_battery_90ah,Other,90 Ah,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0065_BATTERY_90AH_AGM,car_setting_battery_90ah_agm,Other,90 Ah AGM,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0066_BATTERY_CHARGE_DISPLAY_REQ_INSTR_SUPPORT,car_setting_battery_charge_display_req_instr_support,Other,Battery Charge Display Req Instr Support,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0067_BATTERY_REG,car_setting_battery_reg,Service Tools,Battery registration,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x19,CAN_GATEWAY,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0068_BATTERY_TECHNOLOGY,car_setting_battery_technology,Other,Battery technology,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0069_BATTERY_TECHNOLOGY_AGM,car_setting_battery_technology_agm,Other,AGM,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0070_BATTERY_TECHNOLOGY_WET,car_setting_battery_technology_wet,Other,Wet (lead-acid),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0071_BEEP_ON_ALARM_ARMED,car_setting_beep_on_alarm_armed,Locking: Beep & Blink,Beep when alarm is armed,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0072_BEEP_ON_ALARM_ARMED_ENGINE_RUNNING,car_setting_beep_on_alarm_armed_engine_running,Locking: Beep & Blink,Beep On Alarm Armed Engine Running,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x01,ENGINE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0073_BEEP_ON_LOCK_KEY,car_setting_beep_on_lock_key,Locking: Beep & Blink,Beep when locking with key,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0074_BEEP_ON_LOCK_REMOTE,car_setting_beep_on_lock_remote,Locking: Beep & Blink,Beep when locking with remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0075_BEEP_ON_LOCK_UNLOCK_REMOTE_DURATION_HORN_ONLY,car_setting_beep_on_lock_unlock_remote_duration_horn_only,Locking: Beep & Blink,Duration of beep when locking/unlocking with remote (horn only),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0076_BEEP_ON_LOCK_UNLOCK_TYPE,car_setting_beep_on_lock_unlock_type,Locking: Beep & Blink,Beep when locking/unlocking doors comes from the…,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0077_BEEP_ON_UNLOCK_REMOTE,car_setting_beep_on_unlock_remote,Locking: Beep & Blink,Beep when unlocking with remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0078_BLIND_SPOT_INDICATORS_BRIGHTNESS,car_setting_blind_spot_indicators_brightness,Other,Blind spot indicators brightness,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0079_BLINDSPOT_VOLUME,car_setting_blindspot_volume,Other,Blind Spot Monitoring (BSM) volume,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0080_BLINK_ON_LOCK_KEY,car_setting_blink_on_lock_key,Locking: Beep & Blink,Blink turn signals when locking with key,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0081_BLINK_ON_LOCK_REMOTE,car_setting_blink_on_lock_remote,Locking: Beep & Blink,Blink turn signals when locking with remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0082_BLINK_ON_LOCK_UNLOCK_REMOTE,car_setting_blink_on_lock_unlock_remote,Locking: Beep & Blink,Blink turn signals when locking/unlocking with remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0083_BLINK_ON_UNLOCK_KEY,car_setting_blink_on_unlock_key,Locking: Beep & Blink,Blink turn signals when unlocking with key,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0084_BLINK_ON_UNLOCK_REMOTE,car_setting_blink_on_unlock_remote,Locking: Beep & Blink,Blink turn signals when unlocking with remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0085_BRAKE_ASSIST_STRENGTH,car_setting_brake_assist_strength,Other,Power brakes strength,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x03,BRAKES_ABS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0086_BRAKE_DISC_DRYING,car_setting_brake_disc_drying,Other,Brake Disc Drying,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x03,BRAKES_ABS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0087_BULB_CHECK_ALL_LIGHTS,car_setting_bulb_check_all_lights,Lights: Bulb Checks,Bulb Check All Lights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0088_BULB_CHECK_DAYTIME_RUNNING_LIGHTS_LEFT_LIGHTS,car_setting_bulb_check_daytime_running_lights_left_lights,Lights: Daytime Running Lights (DRL),Bulb check: daytime running lights (left),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0089_BULB_CHECK_LICENSE_PLATE_LIGHTS,car_setting_bulb_check_license_plate_lights,Lights: Bulb Checks,Bulb check: license plate lights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0090_CATEGORY_,car_setting_category_,Other,Category ,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0091_CATEGORY_OTHER,car_setting_category_other,Other,Other,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0092_CENTRAL_LOCKING_BUTTON,car_setting_central_locking_button,Locking: Doors & Alarm,Central Locking Button,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0093_CHANNEL_195,car_setting_channel_195,Other,Channel 195,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0094_CHANNEL_196,car_setting_channel_196,Other,Channel 196,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0095_CHANNEL_197,car_setting_channel_197,Other,Channel 197,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0096_CHANNEL_198,car_setting_channel_198,Other,Channel 198,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0097_COMFORT_CLOSE_KEY,car_setting_comfort_close_key,Other,Close windows and sunroof by turning and holding key in door lock,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0098_COMFORT_CLOSE_SUNROOF_KEY,car_setting_comfort_close_sunroof_key,Windows & Sunroof,Close sunroof by turning and holding key in door lock,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0099_COMFORT_CLOSE_WINDOWS_REMOTE,car_setting_comfort_close_windows_remote,Windows & Sunroof,Close windows via long-press on remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0100_COMFORT_CLOSE_WINDOWS_REMOTE_SINGLE_PRESS,car_setting_comfort_close_windows_remote_single_press,Windows & Sunroof,Comfort Close Windows Remote Single Press,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0101_COMFORT_FUNCTION_BLINK,car_setting_comfort_function_blink,Locking: Beep & Blink,Blink turn signals when done closing windows via remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0102_COMFORT_FUNCTION_REMOTE,car_setting_comfort_function_remote,Other,Open/close windows and sunroof via long-press on remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0103_COMFORT_FUNCTION_SUNROOF,car_setting_comfort_function_sunroof,Windows & Sunroof,Open/close sunroof via long-press on remote or key,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0104_COMFORT_OPEN_CONVERTIBLE_KEY,car_setting_comfort_open_convertible_key,Other,Open convertible roof by turning and holding key in door lock,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0105_COMFORT_OPEN_CONVERTIBLE_REMOTE,car_setting_comfort_open_convertible_remote,Other,Open convertible roof via long-press on remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0106_COMFORT_OPEN_KEY,car_setting_comfort_open_key,Other,Open windows and sunroof by turning and holding key in door lock,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0107_COMFORT_OPEN_REMOTE,car_setting_comfort_open_remote,Other,Open windows and sunroof via long-press on remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0108_COMFORT_OPEN_SUNROOF_KEY,car_setting_comfort_open_sunroof_key,Windows & Sunroof,Open sunroof by turning and holding key in door lock,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0109_COMFORT_OPEN_SUNROOF_REMOTE,car_setting_comfort_open_sunroof_remote,Windows & Sunroof,Open sunroof via long-press on remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0110_COMFORT_OPEN_WINDOWS_REMOTE,car_setting_comfort_open_windows_remote,Windows & Sunroof,Open windows via long-press on remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0111_COMFORT_REAR_WIPING,car_setting_comfort_rear_wiping,Other,Auto-enable rear wiper when front wipers on and reverse gear engaged,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0112_COMFORT_TURN_SIGNAL,car_setting_comfort_turn_signal,Lights: Exterior,Lane-change turn signal auto-flasher,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
